student_id,name,course,attendance,previous_score,study_hours,grade_percent,grade_letter,pass_fail,predicted_pass_fail,predicted_is_weak
STD023185,Sana Mishra,BSc - Chemistry,95.6,87.3,3.1,44.0,F,Fail,Fail,1
STD023193,Aarav Singh,BTech - Mechanical,70.4,100.0,0.2,40.0,F,Fail,Fail,1
STD023203,Isha Gupta,BCA - Software Engineering,81.1,60.0,0.7,45.0,F,Fail,Fail,1
STD023209,Ananya Shetty,BBA - Marketing,91.2,89.8,2.1,42.0,F,Fail,Fail,1
STD023213,Neha Jain,BTech - CSE,53.8,84.1,1.9,79.0,F,Fail,Fail,1
STD023215,Shreya Mishra,BA - Economics,58.4,78.8,1.0,58.0,F,Fail,Fail,1
STD023221,Sahil Shetty,BTech - CSE,79.0,56.5,0.2,42.0,F,Fail,Fail,1
STD023222,Diya Das,BBA - Finance,93.1,77.8,1.7,44.0,F,Fail,Fail,1
STD023224,Rahul Singh,BTech - CSE,83.5,70.9,4.4,43.0,F,Fail,Fail,1
STD023225,Pooja Rao,BTech - CSE,84.0,59.7,1.7,40.0,F,Fail,Fail,1
STD023228,Sana Chopra,BTech - ECE,57.2,78.8,3.9,84.0,F,Fail,Fail,1
STD023235,Priya Naidu,BBA - Marketing,100.0,77.9,1.4,41.0,F,Fail,Fail,1
STD023236,Arjun Nair,BBA - Marketing,75.6,73.9,1.1,49.0,F,Fail,Fail,1
STD023250,Varun Das,BBA - Finance,55.3,68.7,2.0,86.0,F,Fail,Fail,1
STD023256,Sahil Menon,BSc - Physics,70.1,69.2,0.8,40.0,F,Fail,Fail,1
STD023268,Shreya Rathod,BTech - CSE,56.5,77.6,1.7,60.0,F,Fail,Fail,1
STD023277,Aditya Naidu,BTech - EEE,76.4,55.3,1.2,46.0,F,Fail,Fail,1
STD023290,Rahul Reddy,BTech - EEE,71.7,83.0,1.9,42.0,F,Fail,Fail,1
STD023291,Ritika Das,BBA - Human Resource,70.3,86.9,3.4,49.0,F,Fail,Fail,1
STD023294,Pooja Sharma,BTech - CSE,55.4,79.1,2.3,93.0,F,Fail,Fail,1
STD023297,Anjali Rao,BTech - CSE,74.6,78.7,3.9,50.0,F,Fail,Fail,1
STD023304,Raghav Verma,BSc - Mathematics,83.0,60.0,0.9,42.0,F,Fail,Fail,1
STD023309,Ritika Reddy,BTech - Mechanical,60.1,57.1,2.0,51.0,F,Fail,Fail,1
STD023321,Neha Jain,BTech - Civil,65.4,60.6,5.3,44.0,F,Fail,Fail,1
STD023331,Karthik Mishra,BTech - Civil,80.8,54.4,2.3,46.0,F,Fail,Fail,1
STD023332,Vikram Khan,BTech - ECE,58.1,80.4,1.8,61.0,F,Fail,Fail,1
STD023338,Rohan Verma,BTech - Mechanical,49.0,60.2,2.5,55.0,F,Fail,Fail,1
STD023359,Anjali Sharma,BTech - Mechanical,60.4,62.0,4.4,42.0,F,Fail,Fail,1
STD023361,Rohan Iyer,BCA - Cyber Security,89.6,79.1,1.3,43.0,F,Fail,Fail,1
STD023366,Varun Rao,BSc - Biology,83.2,68.1,0.6,40.0,F,Fail,Fail,1
STD023369,Sahil Rao,BBA - Marketing,79.9,93.8,0.9,48.0,F,Fail,Fail,1
STD023370,Raghav Chopra,BSc - Mathematics,63.5,72.9,2.5,49.0,F,Fail,Fail,1
STD023378,Harsh Sharma,BBA - Finance,50.3,91.4,2.5,43.0,F,Fail,Fail,1
STD023395,Meera Yadav,BBA - Marketing,89.1,57.2,0.0,40.0,F,Fail,Fail,1
STD023401,Ritika Verma,BSc - Physics,68.2,88.1,4.5,49.0,F,Fail,Fail,1
STD023407,Rohan Khan,BTech - EEE,68.8,66.0,4.1,48.0,F,Fail,Fail,1
STD023408,Rahul Nair,BTech - CSE,80.6,80.3,3.7,40.0,F,Fail,Fail,1
STD023416,Karthik Chopra,BTech - CSE,100.0,75.1,3.4,56.0,C,Pass,Fail,1
STD023424,Sneha Rathod,BA - English Literature,59.6,69.7,1.8,52.0,F,Fail,Fail,1
STD023435,Diya Bose,BA - Psychology,64.5,57.1,2.0,41.0,F,Fail,Fail,1
STD023440,Isha Sharma,BSc - Mathematics,56.7,67.9,1.2,57.0,F,Fail,Fail,1
STD023453,Ritika Jain,BSc - Computer Science,64.9,100.0,2.1,43.0,F,Fail,Fail,1
STD023458,Anjali Sharma,BTech - CSE,64.5,81.5,1.4,46.0,F,Fail,Fail,1
STD023465,Yash Naidu,BTech - CSE,54.2,91.7,3.3,68.0,F,Fail,Fail,1
STD023476,Arjun Bose,BTech - EEE,77.8,63.3,4.5,46.0,F,Fail,Fail,1
STD023482,Neha Mishra,BSc - Computer Science,50.7,72.4,2.5,92.0,F,Fail,Fail,1
STD023490,Priya Patel,BTech - Civil,98.6,60.8,2.2,42.0,F,Fail,Fail,1
STD023498,Harsh Rathod,BTech - EEE,51.2,76.7,1.2,91.0,F,Fail,Fail,1
STD023499,Shreya Bose,BA - Economics,52.8,61.5,2.2,43.0,F,Fail,Fail,1
STD023503,Arjun Rathod,BTech - CSE,68.1,66.5,1.2,50.0,F,Fail,Fail,1
STD023504,Ritika Reddy,BSc - Biology,70.4,98.7,1.8,51.0,F,Fail,Fail,1
STD023518,Amit Gupta,BSc - Biology,65.2,46.4,2.9,44.0,F,Fail,Fail,1
STD023527,Vikram Nair,BTech - CSE,79.1,39.3,2.0,41.0,F,Fail,Fail,1
STD023535,Yash Naidu,BBA - Finance,89.5,70.4,0.6,43.0,F,Fail,Fail,1
STD023537,Sanjay Nair,BTech - CSE,62.9,66.9,3.9,40.0,F,Fail,Fail,1
STD023538,Ritika Rathod,BCA - Software Engineering,54.2,69.3,0.0,81.0,F,Fail,Fail,1
STD023557,Meera Mishra,BTech - ECE,72.8,62.3,2.3,46.0,F,Fail,Fail,1
STD023559,Aditya Khan,BTech - EEE,57.3,65.9,1.9,96.0,F,Fail,Fail,1
STD023571,Aditya Jain,BTech - EEE,72.7,63.5,1.3,44.0,F,Fail,Fail,1
STD023572,Harsh Iyer,BTech - IT,76.0,100.0,2.3,45.0,F,Fail,Fail,1
STD023574,Isha Bose,BTech - Mechanical,59.2,68.0,1.4,45.0,F,Fail,Fail,1
STD023577,Meera Gupta,BSc - Biology,61.5,72.5,0.8,47.0,F,Fail,Fail,1
STD023589,Varun Patel,BTech - CSE,93.9,70.4,1.8,40.0,F,Fail,Fail,1
STD023592,Harsh Nair,BTech - CSE,55.2,76.2,2.4,67.0,F,Fail,Fail,1
STD023609,Isha Das,BCA - Cyber Security,77.5,95.4,3.0,48.0,F,Fail,Fail,1
STD023624,Harsh Jain,BTech - CSE,66.7,100.0,2.3,47.0,F,Fail,Fail,1
STD023634,Rahul Nair,BCA - Data Science,75.0,83.7,3.9,43.0,F,Fail,Fail,1
STD023641,Shreya Reddy,BTech - CSE,50.7,51.4,2.7,53.0,F,Fail,Fail,1
STD023663,Jahnavi Verma,BSc - Computer Science,47.8,59.9,1.6,91.0,F,Fail,Fail,1
STD023667,Pooja Menon,BSc - Biology,84.2,56.6,3.6,41.0,F,Fail,Fail,1
STD023668,Sana Naidu,BTech - ECE,56.7,64.3,2.9,61.0,F,Fail,Fail,1
STD023669,Yash Gupta,BTech - EEE,56.5,69.7,3.7,76.0,F,Fail,Fail,1
STD023699,Sana Rathod,BTech - CSE,44.8,77.3,3.6,69.0,F,Fail,Fail,1
STD023703,Diya Khan,BTech - EEE,57.3,79.3,1.2,87.0,F,Fail,Fail,1
STD023705,Rohan Nair,BA - Economics,44.9,84.9,2.0,84.0,F,Fail,Fail,1
STD023706,Isha Chopra,BCA - Data Science,45.2,78.6,1.1,61.0,F,Fail,Fail,1
STD023709,Priya Nair,BSc - Mathematics,71.8,78.1,1.0,46.0,F,Fail,Fail,1
STD023711,Aditya Chopra,BTech - CSE,52.2,86.3,2.0,74.0,F,Fail,Fail,1
STD023741,Aarav Khan,BBA - Human Resource,58.6,87.7,0.0,55.0,F,Fail,Fail,1
STD023744,Rohan Jain,BTech - Civil,78.8,67.2,1.5,47.0,F,Fail,Fail,1
STD023755,Rohan Shetty,BTech - CSE,62.3,100.0,3.2,44.0,F,Fail,Fail,1
STD023762,Sahil Iyer,BCA - Cyber Security,78.1,82.7,3.1,45.0,F,Fail,Fail,1
STD023773,Diya Sharma,BA - Economics,56.3,72.4,2.1,92.0,F,Fail,Fail,1
STD023798,Ritika Jain,BBA - Human Resource,59.4,56.8,0.0,56.0,F,Fail,Fail,1
STD023800,Priya Chopra,BSc - Biology,56.0,100.0,3.2,92.0,F,Fail,Fail,1
STD023808,Kiran Naidu,BTech - CSE,55.6,66.0,3.4,63.0,F,Fail,Fail,1
STD023818,Amrita Khan,BA - English Literature,86.5,55.0,3.6,40.0,F,Fail,Fail,1
STD023835,Vikram Shetty,BSc - Computer Science,43.4,92.7,2.3,45.0,F,Fail,Fail,1
STD023842,Amrita Reddy,BSc - Computer Science,93.3,61.0,2.6,40.0,F,Fail,Fail,1
STD023865,Priya Khan,BTech - CSE,72.1,51.2,1.3,41.0,F,Fail,Fail,1
STD023867,Harsh Iyer,BBA - Finance,76.5,66.2,2.2,43.0,F,Fail,Fail,1
STD023871,Rahul Reddy,BTech - CSE,53.9,70.0,1.1,66.0,F,Fail,Fail,1
STD023873,Priya Naidu,BSc - Computer Science,84.3,53.4,1.8,44.0,F,Fail,Fail,1
STD023875,Shreya Menon,BA - Economics,57.4,50.1,3.2,48.0,F,Fail,Fail,1
STD023879,Vikram Reddy,BCA - Cyber Security,50.2,78.9,2.4,47.0,F,Fail,Fail,1
STD023890,Raghav Khan,BTech - CSE,58.9,84.8,0.8,86.0,F,Fail,Fail,1
STD023900,Priya Shetty,BSc - Computer Science,67.2,99.3,1.4,40.0,F,Fail,Fail,1
STD023904,Kiran Singh,BTech - EEE,74.8,64.8,2.7,46.0,F,Fail,Fail,1
STD023907,Amit Rao,BSc - Computer Science,49.0,79.7,1.4,59.0,F,Fail,Fail,1
STD023909,Sanjay Shetty,BTech - EEE,58.9,81.0,2.8,80.0,F,Fail,Fail,1
STD023914,Vivaan Rathod,BTech - EEE,76.7,64.1,2.5,49.0,F,Fail,Fail,1
STD023919,Sanjay Menon,BSc - Mathematics,59.6,77.6,2.5,56.0,F,Fail,Fail,1
STD023930,Yash Bose,BTech - CSE,49.7,84.2,2.5,93.0,F,Fail,Fail,1
STD023940,Ananya Naidu,BBA - Human Resource,76.0,71.6,4.2,49.0,F,Fail,Fail,1
STD023958,Isha Gupta,BSc - Chemistry,85.0,56.8,0.2,46.0,F,Fail,Fail,1
STD023962,Amrita Yadav,BTech - CSE,59.0,69.3,3.3,60.0,F,Fail,Fail,1
STD023997,Amrita Jain,BTech - Civil,38.1,66.3,3.3,83.0,F,Fail,Fail,1
STD023999,Kiran Naidu,BTech - ECE,85.3,18.0,0.0,41.0,F,Fail,Fail,1
STD024004,Neha Patel,BTech - IT,83.6,61.4,1.2,45.0,F,Fail,Fail,1
STD024010,Sana Rao,BTech - EEE,70.7,67.3,3.5,47.0,F,Fail,Fail,1
STD024014,Isha Mishra,BA - Economics,72.8,92.4,1.9,41.0,F,Fail,Fail,1
STD024022,Sneha Menon,BTech - EEE,74.7,53.8,2.5,41.0,F,Fail,Fail,1
STD024027,Diya Rathod,BCA - Data Science,70.1,83.6,4.3,40.0,F,Fail,Fail,1
STD024044,Sahil Bose,BTech - CSE,54.1,72.9,1.7,57.0,F,Fail,Fail,1
STD024047,Aditya Menon,BCA - Cyber Security,64.0,92.5,2.6,41.0,F,Fail,Fail,1
STD024056,Sneha Chopra,BBA - Finance,48.8,77.6,1.4,43.0,F,Fail,Fail,1
STD024061,Rahul Chopra,BBA - Marketing,59.3,58.5,1.8,64.0,F,Fail,Fail,1
STD024062,Sana Rao,BA - Economics,54.0,65.9,0.6,53.0,F,Fail,Fail,1
STD024092,Amit Gupta,BSc - Mathematics,75.3,40.9,2.0,50.0,F,Fail,Fail,1
STD024104,Yash Bose,BCA - Data Science,79.3,57.2,1.8,42.0,F,Fail,Fail,1
STD024106,Karthik Chopra,BCA - Data Science,77.7,72.0,3.9,42.0,F,Fail,Fail,1
STD024108,Karthik Nair,BCA - Software Engineering,83.7,72.2,3.2,45.0,F,Fail,Fail,1
STD024120,Raghav Rathod,BTech - ECE,87.6,71.7,0.8,41.0,F,Fail,Fail,1
STD024122,Pooja Rao,BSc - Physics,52.4,85.0,3.0,68.0,F,Fail,Fail,1
STD024131,Aditya Reddy,BA - Economics,58.1,76.1,3.8,66.0,F,Fail,Fail,1
STD024143,Raghav Das,BBA - Marketing,58.4,64.5,2.2,70.0,F,Fail,Fail,1
STD024149,Diya Jain,BTech - ECE,85.8,67.4,4.1,43.0,F,Fail,Fail,1
STD024156,Amrita Menon,BTech - Civil,64.3,61.6,1.3,42.0,F,Fail,Fail,1
STD024159,Arjun Das,BSc - Physics,52.6,78.4,3.9,86.0,F,Fail,Fail,1
STD024161,Anjali Jain,BBA - Finance,75.5,72.6,3.4,41.0,F,Fail,Fail,1
STD024163,Priya Chopra,BSc - Physics,59.4,84.4,1.2,93.0,F,Fail,Fail,1
STD024165,Amrita Singh,BTech - EEE,58.5,74.7,2.6,69.0,F,Fail,Fail,1
STD024169,Raghav Verma,BBA - Finance,56.2,68.3,3.7,40.0,F,Fail,Fail,1
STD024198,Shreya Yadav,BCA - Data Science,74.9,63.2,2.8,50.0,F,Fail,Fail,1
STD024208,Arjun Gupta,BTech - IT,96.2,81.3,2.2,41.0,F,Fail,Fail,1
STD024215,Arjun Nair,BCA - Cyber Security,79.6,85.2,0.5,47.0,F,Fail,Fail,1
STD024218,Varun Naidu,BSc - Biology,55.8,83.9,1.9,83.0,F,Fail,Fail,1
STD024224,Vivaan Singh,BTech - CSE,92.8,71.8,1.3,41.0,F,Fail,Fail,1
STD024233,Rohan Reddy,BCA - Cyber Security,68.3,49.7,2.8,48.0,F,Fail,Fail,1
STD024252,Diya Verma,BSc - Biology,68.6,78.3,0.0,52.0,F,Fail,Fail,1
STD024257,Varun Patel,BBA - Finance,67.3,75.2,2.6,43.0,F,Fail,Fail,1
STD024263,Sana Rathod,BSc - Physics,83.0,71.1,2.6,41.0,F,Fail,Fail,1
STD024277,Sana Reddy,BTech - EEE,78.7,86.3,2.4,45.0,F,Fail,Fail,1
STD024322,Pooja Reddy,BTech - ECE,47.2,70.5,1.4,56.0,F,Fail,Fail,1
STD024336,Diya Rathod,BCA - Cyber Security,52.7,77.0,1.0,93.0,F,Fail,Fail,1
STD024346,Shreya Singh,BSc - Chemistry,68.7,87.0,1.8,50.0,F,Fail,Fail,1
STD024352,Yash Verma,BTech - ECE,69.0,62.2,2.3,48.0,F,Fail,Fail,1
STD024356,Varun Iyer,BSc - Mathematics,51.8,73.7,1.0,83.0,F,Fail,Fail,1
STD024375,Meera Sharma,BTech - ECE,68.1,82.2,1.8,44.0,F,Fail,Fail,1
STD024379,Amit Shetty,BTech - CSE,66.2,52.2,0.7,46.0,F,Fail,Fail,1
STD024391,Pooja Chopra,BSc - Computer Science,92.0,100.0,1.6,43.0,F,Fail,Fail,1
STD024392,Jahnavi Sharma,BSc - Computer Science,79.7,62.4,2.7,48.0,F,Fail,Fail,1
STD024403,Pooja Rao,BBA - Finance,77.7,83.0,2.8,43.0,F,Fail,Fail,1
STD024407,Sana Iyer,BSc - Biology,60.4,80.1,0.3,56.0,F,Fail,Fail,1
STD024410,Diya Singh,BSc - Computer Science,66.0,73.9,2.4,50.0,F,Fail,Fail,1
STD024414,Vikram Reddy,BCA - Software Engineering,45.8,98.0,5.0,95.0,F,Fail,Fail,1
STD024415,Ananya Naidu,BTech - EEE,57.7,71.4,3.7,54.0,F,Fail,Fail,1
STD024418,Aarav Jain,BSc - Computer Science,55.7,54.5,5.0,96.0,F,Fail,Fail,1
STD024424,Aarav Singh,BA - Economics,81.5,82.5,2.1,43.0,F,Fail,Fail,1
STD024438,Sanjay Iyer,BTech - ECE,78.6,78.3,2.5,48.0,F,Fail,Fail,1
STD024444,Anjali Nair,BA - Economics,64.3,76.5,1.9,47.0,F,Fail,Fail,1
STD024448,Arjun Rao,BTech - EEE,56.7,73.6,1.0,79.0,F,Fail,Fail,1
STD024449,Anjali Nair,BTech - ECE,95.5,75.5,0.8,40.0,F,Fail,Fail,1
STD024467,Pooja Mishra,BTech - CSE,87.9,82.7,1.3,43.0,F,Fail,Fail,1
STD024472,Harsh Shetty,BTech - EEE,73.5,59.6,0.0,45.0,F,Fail,Fail,1
STD024486,Amit Chopra,BSc - Physics,80.6,68.9,1.6,45.0,F,Fail,Fail,1
STD024488,Anjali Jain,BSc - Computer Science,91.6,52.7,1.1,40.0,F,Fail,Fail,1
STD024490,Neha Naidu,BTech - ECE,75.3,80.6,2.8,48.0,F,Fail,Fail,1
STD024518,Varun Jain,BTech - Mechanical,73.9,73.0,2.7,51.0,F,Fail,Fail,1
STD024521,Kiran Naidu,BTech - Civil,49.9,75.5,1.9,45.0,F,Fail,Fail,1
STD024530,Karthik Nair,BTech - EEE,64.2,58.3,2.8,49.0,F,Fail,Fail,1
STD024557,Harsh Mishra,BTech - CSE,71.2,79.4,3.9,51.0,F,Fail,Fail,1
STD024565,Sana Iyer,BSc - Chemistry,63.9,73.7,3.2,47.0,F,Fail,Fail,1
STD024579,Aditya Menon,BCA - Software Engineering,57.0,80.3,3.3,75.0,F,Fail,Fail,1
STD024592,Aditya Mishra,BCA - Data Science,44.7,98.4,4.3,75.0,F,Fail,Fail,1
STD024597,Rahul Shetty,BTech - EEE,54.2,53.9,3.3,75.0,F,Fail,Fail,1
STD024611,Jahnavi Sharma,BBA - Marketing,66.4,71.0,5.6,49.0,F,Fail,Fail,1
STD024614,Sneha Jain,BTech - EEE,59.2,73.7,2.7,95.0,F,Fail,Fail,1
STD024622,Jahnavi Rao,BTech - Civil,64.0,56.3,3.0,43.0,F,Fail,Fail,1
STD024640,Amit Rao,BTech - EEE,74.9,89.6,3.6,49.0,F,Fail,Fail,1
STD024652,Arjun Singh,BTech - CSE,79.4,73.5,3.0,46.0,F,Fail,Fail,1
STD024657,Sana Jain,BSc - Physics,83.4,59.7,1.7,46.0,F,Fail,Fail,1
STD024672,Rohan Bose,BBA - Human Resource,47.5,35.1,1.6,57.0,F,Fail,Fail,1
STD024689,Arjun Naidu,BSc - Biology,77.4,34.0,2.7,69.0,C,Pass,Fail,1
STD024701,Jahnavi Khan,BTech - Civil,66.4,85.6,0.9,44.0,F,Fail,Fail,1
STD024714,Kiran Bose,BTech - IT,77.0,86.5,0.8,44.0,F,Fail,Fail,1
STD024749,Anjali Menon,BSc - Chemistry,67.4,79.5,1.9,47.0,F,Fail,Fail,1
STD024753,Rahul Singh,BCA - Data Science,88.1,87.6,4.0,40.0,F,Fail,Fail,1
STD024762,Isha Rao,BCA - Cyber Security,100.0,87.6,1.5,43.0,F,Fail,Fail,1
STD024764,Anjali Shetty,BCA - Software Engineering,56.0,67.3,1.6,77.0,F,Fail,Fail,1
STD024773,Priya Khan,BSc - Physics,68.7,58.7,1.3,50.0,F,Fail,Fail,1
STD024778,Karthik Verma,BTech - EEE,64.2,67.4,1.6,42.0,F,Fail,Fail,1
STD024780,Karthik Nair,BSc - Computer Science,67.2,73.7,0.9,50.0,F,Fail,Fail,1
STD024786,Sneha Iyer,BTech - Civil,58.8,53.3,0.6,49.0,F,Fail,Fail,1
STD024803,Rohan Menon,BSc - Chemistry,73.7,68.2,2.1,49.0,F,Fail,Fail,1
STD024806,Raghav Gupta,BBA - Marketing,99.9,72.7,1.8,44.0,F,Fail,Fail,1
STD024812,Aditya Nair,BCA - Data Science,94.2,64.2,2.1,43.0,F,Fail,Fail,1
STD024821,Yash Verma,BTech - IT,41.9,56.9,2.0,97.0,F,Fail,Fail,1
STD024833,Pooja Rathod,BTech - EEE,75.6,97.9,3.3,46.0,F,Fail,Fail,1
STD024854,Aditya Shetty,BTech - CSE,54.7,61.2,4.1,75.0,F,Fail,Fail,1
STD024863,Rohan Rao,BSc - Computer Science,66.8,96.9,2.8,52.0,F,Fail,Fail,1
STD024869,Rohan Rao,BSc - Physics,74.2,76.2,3.0,50.0,F,Fail,Fail,1
STD024892,Ritika Verma,BBA - Human Resource,72.1,78.1,2.8,40.0,F,Fail,Fail,1
STD024894,Amrita Iyer,BCA - Cyber Security,49.6,74.8,1.3,55.0,F,Fail,Fail,1
STD024895,Vikram Verma,BTech - ECE,56.1,100.0,3.5,92.0,F,Fail,Fail,1
STD024901,Kiran Nair,BSc - Physics,83.8,49.0,0.8,41.0,F,Fail,Fail,1
STD024909,Varun Chopra,BTech - EEE,59.9,74.5,1.8,44.0,F,Fail,Fail,1
STD024910,Kiran Rao,BTech - Mechanical,72.0,74.8,3.4,41.0,F,Fail,Fail,1
STD024918,Aditya Singh,BSc - Computer Science,50.4,61.0,1.4,58.0,F,Fail,Fail,1
STD024923,Varun Gupta,BTech - CSE,79.2,83.8,2.2,41.0,F,Fail,Fail,1
STD024928,Sana Naidu,BTech - Mechanical,83.7,84.6,5.7,46.0,F,Fail,Fail,1
STD024929,Shreya Chopra,BTech - ECE,67.8,96.6,1.5,40.0,F,Fail,Fail,1
STD024934,Sana Reddy,BA - Economics,73.4,60.5,2.8,43.0,F,Fail,Fail,1
STD024951,Sneha Rathod,BTech - IT,76.2,85.0,0.5,48.0,F,Fail,Fail,1
STD024961,Arjun Das,BSc - Physics,57.2,92.9,3.0,83.0,F,Fail,Fail,1
STD024962,Anjali Jain,BA - English Literature,84.7,59.0,2.3,43.0,F,Fail,Fail,1
STD024963,Harsh Jain,BA - Economics,100.0,88.7,1.9,42.0,F,Fail,Fail,1
STD024984,Sanjay Shetty,BTech - ECE,91.0,80.6,0.8,43.0,F,Fail,Fail,1
STD024989,Aarav Nair,BSc - Biology,76.8,70.1,2.0,44.0,F,Fail,Fail,1
STD024995,Neha Yadav,BCA - Cyber Security,83.7,85.7,3.6,41.0,F,Fail,Fail,1
STD024997,Vikram Bose,BCA - Software Engineering,56.3,67.8,5.3,51.0,F,Fail,Fail,1
STD025002,Diya Mishra,BTech - EEE,48.7,81.7,2.2,86.0,F,Fail,Fail,1
STD025003,Neha Naidu,BBA - Finance,87.3,56.4,0.5,43.0,F,Fail,Fail,1
STD025021,Amit Jain,BSc - Physics,41.8,87.3,4.5,80.0,F,Fail,Fail,1
STD025023,Rahul Rao,BCA - Data Science,79.5,84.1,1.7,45.0,F,Fail,Fail,1
STD025024,Kiran Das,BTech - EEE,57.9,71.9,0.2,60.0,F,Fail,Fail,1
STD025040,Raghav Reddy,BCA - Software Engineering,52.6,81.2,0.7,87.0,F,Fail,Fail,1
STD025060,Isha Rao,BA - Economics,58.0,81.6,4.8,48.0,F,Fail,Fail,1
STD025064,Varun Rathod,BSc - Mathematics,58.1,50.1,4.9,56.0,F,Fail,Fail,1
STD025087,Anjali Menon,BTech - ECE,45.2,87.7,0.9,66.0,F,Fail,Fail,1
STD025100,Shreya Jain,BSc - Mathematics,58.6,66.9,3.5,80.0,F,Fail,Fail,1
STD025109,Shreya Mishra,BBA - Finance,58.7,57.5,4.2,76.0,F,Fail,Fail,1
STD025123,Arjun Reddy,BTech - IT,59.7,83.3,3.5,71.0,F,Fail,Fail,1
STD025127,Harsh Menon,BTech - CSE,61.6,91.8,1.3,42.0,F,Fail,Fail,1
STD025140,Ritika Gupta,BTech - EEE,96.2,52.4,2.8,41.0,F,Fail,Fail,1
STD025141,Arjun Nair,BTech - Civil,48.7,72.1,1.5,89.0,F,Fail,Fail,1
STD025142,Amrita Jain,BSc - Physics,76.1,51.6,3.5,43.0,F,Fail,Fail,1
STD025150,Jahnavi Menon,BTech - CSE,80.5,47.7,2.2,46.0,F,Fail,Fail,1
STD025158,Harsh Chopra,BTech - ECE,64.5,86.7,1.4,43.0,F,Fail,Fail,1
STD025168,Rohan Gupta,BTech - IT,67.9,65.1,4.3,45.0,F,Fail,Fail,1
STD025171,Neha Chopra,BBA - Finance,42.4,50.2,4.3,84.0,F,Fail,Fail,1
STD025172,Isha Menon,BTech - CSE,74.3,69.9,2.6,48.0,F,Fail,Fail,1
STD025190,Shreya Singh,BSc - Physics,56.5,59.4,0.4,40.0,F,Fail,Fail,1
STD025237,Kiran Yadav,BTech - Civil,59.8,86.1,1.0,75.0,F,Fail,Fail,1
STD025238,Diya Gupta,BTech - CSE,78.4,78.5,1.8,70.0,B,Pass,Fail,1
STD025243,Aarav Gupta,BSc - Chemistry,73.1,54.2,1.5,49.0,F,Fail,Fail,1
STD025263,Arjun Yadav,BSc - Mathematics,59.7,69.2,2.9,64.0,F,Fail,Fail,1
STD025272,Aditya Reddy,BBA - Finance,85.3,72.2,1.5,45.0,F,Fail,Fail,1
STD025283,Meera Singh,BTech - CSE,82.2,51.2,2.4,44.0,F,Fail,Fail,1
STD025293,Diya Khan,BTech - Mechanical,80.4,75.2,2.0,46.0,F,Fail,Fail,1
STD025311,Rohan Mishra,BCA - Software Engineering,58.8,96.9,2.7,62.0,F,Fail,Fail,1
STD025312,Sana Yadav,BTech - Civil,57.4,93.9,3.3,61.0,F,Fail,Fail,1
STD025315,Varun Jain,BCA - Cyber Security,76.2,56.8,2.0,41.0,F,Fail,Fail,1
STD025335,Ritika Rao,BSc - Biology,59.8,61.9,2.2,49.0,F,Fail,Fail,1
STD025338,Amrita Jain,BCA - Data Science,58.6,81.8,1.6,61.0,F,Fail,Fail,1
STD025359,Priya Mishra,BTech - IT,74.9,65.5,3.1,44.0,F,Fail,Fail,1
STD025368,Raghav Gupta,BA - Economics,87.7,73.4,3.3,45.0,F,Fail,Fail,1
STD025377,Amit Singh,BBA - Finance,56.7,91.3,2.4,67.0,F,Fail,Fail,1
STD025384,Sneha Reddy,BBA - Human Resource,57.8,67.9,3.3,58.0,F,Fail,Fail,1
STD025398,Yash Bose,BCA - Software Engineering,61.7,80.1,2.5,47.0,F,Fail,Fail,1
STD025415,Shreya Shetty,BSc - Mathematics,67.7,86.2,5.6,40.0,F,Fail,Fail,1
STD025418,Harsh Chopra,BSc - Physics,66.7,85.0,2.3,52.0,F,Fail,Fail,1
STD025419,Sana Patel,BSc - Computer Science,57.2,85.1,2.9,54.0,F,Fail,Fail,1
STD025435,Amit Khan,BSc - Physics,89.8,70.6,0.7,44.0,F,Fail,Fail,1
STD025439,Amit Menon,BTech - ECE,70.9,59.1,3.5,46.0,F,Fail,Fail,1
STD025444,Meera Rathod,BTech - ECE,46.0,67.4,2.4,73.0,F,Fail,Fail,1
STD025458,Raghav Patel,BBA - Finance,81.8,64.4,0.7,40.0,F,Fail,Fail,1
STD025465,Kiran Verma,BSc - Physics,82.7,92.3,0.9,43.0,F,Fail,Fail,1
STD025469,Jahnavi Gupta,BTech - IT,78.1,94.6,3.7,48.0,F,Fail,Fail,1
STD025486,Meera Yadav,BSc - Biology,58.2,78.5,3.4,92.0,F,Fail,Fail,1
STD025505,Neha Rathod,BTech - IT,78.4,70.9,2.4,46.0,F,Fail,Fail,1
STD025513,Pooja Bose,BTech - Civil,64.3,39.8,3.0,47.0,F,Fail,Fail,1
STD025523,Arjun Sharma,BCA - Data Science,47.5,51.3,2.4,100.0,F,Fail,Fail,1
STD025536,Amrita Yadav,BTech - IT,72.4,62.9,2.6,40.0,F,Fail,Fail,1
STD025541,Sanjay Sharma,BTech - EEE,74.8,50.0,3.3,43.0,F,Fail,Fail,1
STD025545,Sanjay Naidu,BTech - IT,92.4,94.8,2.7,43.0,F,Fail,Fail,1
STD025562,Karthik Sharma,BTech - CSE,57.4,65.7,1.1,89.0,F,Fail,Fail,1
STD025592,Aarav Gupta,BTech - ECE,59.2,69.7,2.9,82.0,F,Fail,Fail,1
STD025596,Aarav Jain,BTech - Mechanical,88.9,76.5,4.1,43.0,F,Fail,Fail,1
